Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
NICO,Entropy,ind_span,True,True,grass,water,Unbiased,5,1.0,0.18798955613577029,0.5939947780678851
NICO,Entropy,ind_span,True,True,grass,water,Class,5,0.9760765550239234,0.14821428571428574,0.5621454203691045
NICO,Entropy,ind_span,True,True,grass,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,ind_span,True,True,grass,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,grass,rock,Unbiased,5,1.0,0.09125475285171103,0.5456273764258555
NICO,Entropy,ind_span,True,True,grass,rock,Class,5,0.9692982456140351,0.10874439461883412,0.5390213201164347
NICO,Entropy,ind_span,True,True,grass,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,ind_span,True,True,grass,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,grass,grass,Unbiased,5,1.0,0.10285714285714287,0.5514285714285714
NICO,Entropy,ind_span,True,True,grass,grass,Class,5,0.9288256227758007,0.13214285714285712,0.5304842399593289
NICO,Entropy,ind_span,True,True,grass,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,grass,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,grass,autumn,Unbiased,5,1.0,0.15859030837004406,0.579295154185022
NICO,Entropy,ind_span,True,True,grass,autumn,Class,5,0.9742120343839542,0.08719052744886979,0.530701280916412
NICO,Entropy,ind_span,True,True,grass,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,grass,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,autumn,outdoor,Unbiased,5,1.0,0.09664429530201346,0.5483221476510067
NICO,Entropy,ind_span,True,True,autumn,outdoor,Class,5,0.9901477832512315,0.17155756207674944,0.5808526726639904
NICO,Entropy,ind_span,True,True,autumn,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,autumn,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,autumn,water,Unbiased,5,1.0,0.18798955613577029,0.5939947780678851
NICO,Entropy,ind_span,True,True,autumn,water,Class,5,0.9760765550239234,0.14821428571428574,0.5621454203691045
NICO,Entropy,ind_span,True,True,autumn,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,ind_span,True,True,autumn,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,autumn,rock,Unbiased,5,1.0,0.09125475285171103,0.5456273764258555
NICO,Entropy,ind_span,True,True,autumn,rock,Class,5,0.9692982456140351,0.10874439461883412,0.5390213201164347
NICO,Entropy,ind_span,True,True,autumn,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,ind_span,True,True,autumn,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,autumn,grass,Unbiased,5,1.0,0.10285714285714287,0.5514285714285714
NICO,Entropy,ind_span,True,True,autumn,grass,Class,5,0.9288256227758007,0.13214285714285712,0.5304842399593289
NICO,Entropy,ind_span,True,True,autumn,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,autumn,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,autumn,autumn,Unbiased,5,1.0,0.15859030837004406,0.579295154185022
NICO,Entropy,ind_span,True,True,autumn,autumn,Class,5,0.9742120343839542,0.08719052744886979,0.530701280916412
NICO,Entropy,ind_span,True,True,autumn,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,True,autumn,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,outdoor,outdoor,Unbiased,5,1.0,0.9615384615384616,0.9807692307692308
NICO,Entropy,val_optimal,True,False,outdoor,outdoor,Class,5,0.9901477832512315,0.17832957110609482,0.5842386771786632
NICO,Entropy,val_optimal,True,False,outdoor,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,outdoor,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,outdoor,water,Unbiased,5,1.0,0.19582245430809397,0.597911227154047
NICO,Entropy,val_optimal,True,False,outdoor,water,Class,5,0.9712918660287081,0.15357142857142858,0.5624316473000683
NICO,Entropy,val_optimal,True,False,outdoor,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,val_optimal,True,False,outdoor,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,outdoor,rock,Unbiased,5,0.998211091234347,0.09505703422053235,0.5466340627274398
NICO,Entropy,val_optimal,True,False,outdoor,rock,Class,5,0.9627192982456141,0.11659192825112108,0.5396556132483676
NICO,Entropy,val_optimal,True,False,outdoor,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,val_optimal,True,False,outdoor,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,outdoor,grass,Unbiased,5,1.0,0.10857142857142854,0.5542857142857143
NICO,Entropy,val_optimal,True,False,outdoor,grass,Class,5,0.9252669039145908,0.14166666666666672,0.5334667852906287
NICO,Entropy,val_optimal,True,False,outdoor,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,outdoor,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,outdoor,autumn,Unbiased,5,1.0,0.1651982378854625,0.5825991189427313
NICO,Entropy,val_optimal,True,False,outdoor,autumn,Class,5,0.9684813753581661,0.09149623250807315,0.5299888039331196
NICO,Entropy,val_optimal,True,False,outdoor,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,outdoor,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,water,outdoor,Unbiased,5,1.0,0.5897435897435898,0.7948717948717949
NICO,Entropy,val_optimal,True,False,water,outdoor,Class,5,1.0,0.06546275395033863,0.5327313769751694
NICO,Entropy,val_optimal,True,False,water,outdoor,Synthetic,5,0.15084388185654007,0.6975,0.42417194092827004
NICO,Entropy,val_optimal,True,False,water,outdoor,Temporal,5,0.18355855855855857,0.7130434782608696,0.44830101840971404
NICO,Entropy,val_optimal,True,False,water,water,Unbiased,5,1.0,0.1201044386422977,0.5600522193211488
NICO,Entropy,val_optimal,True,False,water,water,Class,5,1.0,0.06071428571428572,0.5303571428571429
NICO,Entropy,val_optimal,True,False,water,water,Synthetic,5,0.06808510638297872,0.7090301003344481,0.3885576033587134
NICO,Entropy,val_optimal,True,False,water,water,Temporal,5,0.08888888888888889,0.5652173913043479,0.3270531400966184
NICO,Entropy,val_optimal,True,False,water,rock,Unbiased,5,1.0,0.0583016476552598,0.5291508238276299
NICO,Entropy,val_optimal,True,False,water,rock,Class,5,0.9978070175438597,0.03251121076233188,0.5151591141530958
NICO,Entropy,val_optimal,True,False,water,rock,Synthetic,5,0.10931174089068826,0.7289473684210526,0.41912955465587043
NICO,Entropy,val_optimal,True,False,water,rock,Temporal,5,0.11211340206185567,0.672463768115942,0.39228858508889886
NICO,Entropy,val_optimal,True,False,water,grass,Unbiased,5,1.0,0.06571428571428573,0.5328571428571429
NICO,Entropy,val_optimal,True,False,water,grass,Class,5,1.0,0.036904761904761885,0.5184523809523809
NICO,Entropy,val_optimal,True,False,water,grass,Synthetic,5,0.07920792079207921,0.6735537190082644,0.3763808199001718
NICO,Entropy,val_optimal,True,False,water,grass,Temporal,5,0.06290672451193059,0.5621621621621622,0.3125344433370464
NICO,Entropy,val_optimal,True,False,water,autumn,Unbiased,5,1.0,0.10132158590308371,0.5506607929515419
NICO,Entropy,val_optimal,True,False,water,autumn,Class,5,1.0,0.031216361679224924,0.5156081808396125
NICO,Entropy,val_optimal,True,False,water,autumn,Synthetic,5,0.07472527472527472,0.7581521739130435,0.41643872431915907
NICO,Entropy,val_optimal,True,False,water,autumn,Temporal,5,0.06592292089249494,0.702054794520548,0.38398885770652147
NICO,Entropy,val_optimal,True,False,rock,outdoor,Unbiased,5,1.0,0.9615384615384616,0.9807692307692308
NICO,Entropy,val_optimal,True,False,rock,outdoor,Class,5,0.9901477832512315,0.17832957110609482,0.5842386771786632
NICO,Entropy,val_optimal,True,False,rock,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,rock,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,rock,water,Unbiased,5,1.0,0.19582245430809397,0.597911227154047
NICO,Entropy,val_optimal,True,False,rock,water,Class,5,0.9712918660287081,0.15357142857142858,0.5624316473000683
NICO,Entropy,val_optimal,True,False,rock,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,val_optimal,True,False,rock,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,rock,rock,Unbiased,5,0.998211091234347,0.09505703422053235,0.5466340627274398
NICO,Entropy,val_optimal,True,False,rock,rock,Class,5,0.9627192982456141,0.11659192825112108,0.5396556132483676
NICO,Entropy,val_optimal,True,False,rock,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,val_optimal,True,False,rock,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,rock,grass,Unbiased,5,1.0,0.10857142857142854,0.5542857142857143
NICO,Entropy,val_optimal,True,False,rock,grass,Class,5,0.9252669039145908,0.14166666666666672,0.5334667852906287
NICO,Entropy,val_optimal,True,False,rock,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,rock,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,rock,autumn,Unbiased,5,1.0,0.1651982378854625,0.5825991189427313
NICO,Entropy,val_optimal,True,False,rock,autumn,Class,5,0.9684813753581661,0.09149623250807315,0.5299888039331196
NICO,Entropy,val_optimal,True,False,rock,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,rock,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,grass,outdoor,Unbiased,5,1.0,0.9615384615384616,0.9807692307692308
NICO,Entropy,val_optimal,True,False,grass,outdoor,Class,5,0.9901477832512315,0.17832957110609482,0.5842386771786632
NICO,Entropy,val_optimal,True,False,grass,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,grass,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,grass,water,Unbiased,5,1.0,0.19582245430809397,0.597911227154047
NICO,Entropy,val_optimal,True,False,grass,water,Class,5,0.9712918660287081,0.15357142857142858,0.5624316473000683
NICO,Entropy,val_optimal,True,False,grass,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,val_optimal,True,False,grass,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,grass,rock,Unbiased,5,0.998211091234347,0.09505703422053235,0.5466340627274398
NICO,Entropy,val_optimal,True,False,grass,rock,Class,5,0.9627192982456141,0.11659192825112108,0.5396556132483676
NICO,Entropy,val_optimal,True,False,grass,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,val_optimal,True,False,grass,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,grass,grass,Unbiased,5,1.0,0.10857142857142854,0.5542857142857143
NICO,Entropy,val_optimal,True,False,grass,grass,Class,5,0.9252669039145908,0.14166666666666672,0.5334667852906287
NICO,Entropy,val_optimal,True,False,grass,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,grass,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,grass,autumn,Unbiased,5,1.0,0.1651982378854625,0.5825991189427313
NICO,Entropy,val_optimal,True,False,grass,autumn,Class,5,0.9684813753581661,0.09149623250807315,0.5299888039331196
NICO,Entropy,val_optimal,True,False,grass,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,grass,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,True,False,autumn,outdoor,Unbiased,5,1.0,0.5897435897435898,0.7948717948717949
NICO,Entropy,val_optimal,True,False,autumn,outdoor,Class,5,1.0,0.06546275395033863,0.5327313769751694
NICO,Entropy,val_optimal,True,False,autumn,outdoor,Synthetic,5,0.15084388185654007,0.6975,0.42417194092827004
NICO,Entropy,val_optimal,True,False,autumn,outdoor,Temporal,5,0.18355855855855857,0.7130434782608696,0.44830101840971404
NICO,Entropy,val_optimal,True,False,autumn,water,Unbiased,5,1.0,0.1201044386422977,0.5600522193211488
NICO,Entropy,val_optimal,True,False,autumn,water,Class,5,1.0,0.06071428571428572,0.5303571428571429
NICO,Entropy,val_optimal,True,False,autumn,water,Synthetic,5,0.06808510638297872,0.7090301003344481,0.3885576033587134
NICO,Entropy,val_optimal,True,False,autumn,water,Temporal,5,0.08888888888888889,0.5652173913043479,0.3270531400966184
NICO,Entropy,val_optimal,True,False,autumn,rock,Unbiased,5,1.0,0.0583016476552598,0.5291508238276299
NICO,Entropy,val_optimal,True,False,autumn,rock,Class,5,0.9978070175438597,0.03251121076233188,0.5151591141530958
NICO,Entropy,val_optimal,True,False,autumn,rock,Synthetic,5,0.10931174089068826,0.7289473684210526,0.41912955465587043
NICO,Entropy,val_optimal,True,False,autumn,rock,Temporal,5,0.11211340206185567,0.672463768115942,0.39228858508889886
NICO,Entropy,val_optimal,True,False,autumn,grass,Unbiased,5,1.0,0.06571428571428573,0.5328571428571429
NICO,Entropy,val_optimal,True,False,autumn,grass,Class,5,1.0,0.036904761904761885,0.5184523809523809
NICO,Entropy,val_optimal,True,False,autumn,grass,Synthetic,5,0.07920792079207921,0.6735537190082644,0.3763808199001718
NICO,Entropy,val_optimal,True,False,autumn,grass,Temporal,5,0.06290672451193059,0.5621621621621622,0.3125344433370464
NICO,Entropy,val_optimal,True,False,autumn,autumn,Unbiased,5,1.0,0.10132158590308371,0.5506607929515419
NICO,Entropy,val_optimal,True,False,autumn,autumn,Class,5,1.0,0.031216361679224924,0.5156081808396125
NICO,Entropy,val_optimal,True,False,autumn,autumn,Synthetic,5,0.07472527472527472,0.7581521739130435,0.41643872431915907
NICO,Entropy,val_optimal,True,False,autumn,autumn,Temporal,5,0.06592292089249494,0.702054794520548,0.38398885770652147
NICO,Entropy,ind_span,True,False,outdoor,outdoor,Unbiased,5,1.0,0.9230769230769231,0.9615384615384616
NICO,Entropy,ind_span,True,False,outdoor,outdoor,Class,5,0.9901477832512315,0.17155756207674944,0.5808526726639904
NICO,Entropy,ind_span,True,False,outdoor,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,outdoor,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,outdoor,water,Unbiased,5,1.0,0.18798955613577029,0.5939947780678851
NICO,Entropy,ind_span,True,False,outdoor,water,Class,5,0.9760765550239234,0.14821428571428574,0.5621454203691045
NICO,Entropy,ind_span,True,False,outdoor,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,ind_span,True,False,outdoor,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,outdoor,rock,Unbiased,5,1.0,0.09125475285171103,0.5456273764258555
NICO,Entropy,ind_span,True,False,outdoor,rock,Class,5,0.9692982456140351,0.10874439461883412,0.5390213201164347
NICO,Entropy,ind_span,True,False,outdoor,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,ind_span,True,False,outdoor,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,outdoor,grass,Unbiased,5,1.0,0.10285714285714287,0.5514285714285714
NICO,Entropy,ind_span,True,False,outdoor,grass,Class,5,0.9288256227758007,0.13214285714285712,0.5304842399593289
NICO,Entropy,ind_span,True,False,outdoor,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,outdoor,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,outdoor,autumn,Unbiased,5,1.0,0.15859030837004406,0.579295154185022
NICO,Entropy,ind_span,True,False,outdoor,autumn,Class,5,0.9742120343839542,0.08719052744886979,0.530701280916412
NICO,Entropy,ind_span,True,False,outdoor,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,outdoor,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,water,outdoor,Unbiased,5,1.0,0.9230769230769231,0.9615384615384616
NICO,Entropy,ind_span,True,False,water,outdoor,Class,5,0.9901477832512315,0.17155756207674944,0.5808526726639904
NICO,Entropy,ind_span,True,False,water,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,water,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,water,water,Unbiased,5,1.0,0.18798955613577029,0.5939947780678851
NICO,Entropy,ind_span,True,False,water,water,Class,5,0.9760765550239234,0.14821428571428574,0.5621454203691045
NICO,Entropy,ind_span,True,False,water,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,ind_span,True,False,water,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,water,rock,Unbiased,5,1.0,0.09125475285171103,0.5456273764258555
NICO,Entropy,ind_span,True,False,water,rock,Class,5,0.9692982456140351,0.10874439461883412,0.5390213201164347
NICO,Entropy,ind_span,True,False,water,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,ind_span,True,False,water,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,water,grass,Unbiased,5,1.0,0.10285714285714287,0.5514285714285714
NICO,Entropy,ind_span,True,False,water,grass,Class,5,0.9288256227758007,0.13214285714285712,0.5304842399593289
NICO,Entropy,ind_span,True,False,water,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,water,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,water,autumn,Unbiased,5,1.0,0.15859030837004406,0.579295154185022
NICO,Entropy,ind_span,True,False,water,autumn,Class,5,0.9742120343839542,0.08719052744886979,0.530701280916412
NICO,Entropy,ind_span,True,False,water,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,water,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,rock,outdoor,Unbiased,5,1.0,0.9230769230769231,0.9615384615384616
NICO,Entropy,ind_span,True,False,rock,outdoor,Class,5,0.9901477832512315,0.17155756207674944,0.5808526726639904
NICO,Entropy,ind_span,True,False,rock,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,rock,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,rock,water,Unbiased,5,1.0,0.18798955613577029,0.5939947780678851
NICO,Entropy,ind_span,True,False,rock,water,Class,5,0.9760765550239234,0.14821428571428574,0.5621454203691045
NICO,Entropy,ind_span,True,False,rock,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,ind_span,True,False,rock,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,rock,rock,Unbiased,5,1.0,0.09125475285171103,0.5456273764258555
NICO,Entropy,ind_span,True,False,rock,rock,Class,5,0.9692982456140351,0.10874439461883412,0.5390213201164347
NICO,Entropy,ind_span,True,False,rock,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,ind_span,True,False,rock,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,rock,grass,Unbiased,5,1.0,0.10285714285714287,0.5514285714285714
NICO,Entropy,ind_span,True,False,rock,grass,Class,5,0.9288256227758007,0.13214285714285712,0.5304842399593289
NICO,Entropy,ind_span,True,False,rock,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,rock,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,rock,autumn,Unbiased,5,1.0,0.15859030837004406,0.579295154185022
NICO,Entropy,ind_span,True,False,rock,autumn,Class,5,0.9742120343839542,0.08719052744886979,0.530701280916412
NICO,Entropy,ind_span,True,False,rock,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,rock,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,grass,outdoor,Unbiased,5,1.0,0.9230769230769231,0.9615384615384616
NICO,Entropy,ind_span,True,False,grass,outdoor,Class,5,0.9901477832512315,0.17155756207674944,0.5808526726639904
NICO,Entropy,ind_span,True,False,grass,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,grass,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,grass,water,Unbiased,5,1.0,0.18798955613577029,0.5939947780678851
NICO,Entropy,ind_span,True,False,grass,water,Class,5,0.9760765550239234,0.14821428571428574,0.5621454203691045
NICO,Entropy,ind_span,True,False,grass,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,ind_span,True,False,grass,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,grass,rock,Unbiased,5,1.0,0.09125475285171103,0.5456273764258555
NICO,Entropy,ind_span,True,False,grass,rock,Class,5,0.9692982456140351,0.10874439461883412,0.5390213201164347
NICO,Entropy,ind_span,True,False,grass,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,ind_span,True,False,grass,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,grass,grass,Unbiased,5,1.0,0.10285714285714287,0.5514285714285714
NICO,Entropy,ind_span,True,False,grass,grass,Class,5,0.9288256227758007,0.13214285714285712,0.5304842399593289
NICO,Entropy,ind_span,True,False,grass,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,grass,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,grass,autumn,Unbiased,5,1.0,0.15859030837004406,0.579295154185022
NICO,Entropy,ind_span,True,False,grass,autumn,Class,5,0.9742120343839542,0.08719052744886979,0.530701280916412
NICO,Entropy,ind_span,True,False,grass,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,grass,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,autumn,outdoor,Unbiased,5,1.0,0.9230769230769231,0.9615384615384616
NICO,Entropy,ind_span,True,False,autumn,outdoor,Class,5,0.9901477832512315,0.17155756207674944,0.5808526726639904
NICO,Entropy,ind_span,True,False,autumn,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,autumn,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,autumn,water,Unbiased,5,1.0,0.18798955613577029,0.5939947780678851
NICO,Entropy,ind_span,True,False,autumn,water,Class,5,0.9760765550239234,0.14821428571428574,0.5621454203691045
NICO,Entropy,ind_span,True,False,autumn,water,Synthetic,5,0.002127659574468085,1.0,0.5010638297872341
NICO,Entropy,ind_span,True,False,autumn,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,autumn,rock,Unbiased,5,1.0,0.09125475285171103,0.5456273764258555
NICO,Entropy,ind_span,True,False,autumn,rock,Class,5,0.9692982456140351,0.10874439461883412,0.5390213201164347
NICO,Entropy,ind_span,True,False,autumn,rock,Synthetic,5,0.001349527665317139,1.0,0.5006747638326585
NICO,Entropy,ind_span,True,False,autumn,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,autumn,grass,Unbiased,5,1.0,0.10285714285714287,0.5514285714285714
NICO,Entropy,ind_span,True,False,autumn,grass,Class,5,0.9288256227758007,0.13214285714285712,0.5304842399593289
NICO,Entropy,ind_span,True,False,autumn,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,autumn,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,autumn,autumn,Unbiased,5,1.0,0.15859030837004406,0.579295154185022
NICO,Entropy,ind_span,True,False,autumn,autumn,Class,5,0.9742120343839542,0.08719052744886979,0.530701280916412
NICO,Entropy,ind_span,True,False,autumn,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,ind_span,True,False,autumn,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,False,False,outdoor,outdoor,Unbiased,5,1.0,0.9615384615384616,0.9807692307692308
NICO,Entropy,val_optimal,False,False,outdoor,outdoor,Class,5,0.9823943661971831,0.9102564102564102,0.9463253882267967
NICO,Entropy,val_optimal,False,False,outdoor,outdoor,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,False,False,outdoor,outdoor,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,False,False,outdoor,water,Unbiased,5,1.0,0.9615384615384616,0.9807692307692308
NICO,Entropy,val_optimal,False,False,outdoor,water,Class,5,0.9696092619392185,0.9102564102564102,0.9399328360978143
NICO,Entropy,val_optimal,False,False,outdoor,water,Synthetic,5,0.001447178002894356,1.0,0.5007235890014472
NICO,Entropy,val_optimal,False,False,outdoor,water,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,False,False,outdoor,rock,Unbiased,5,0.9992125984251968,0.9615384615384616,0.9803755299818292
NICO,Entropy,val_optimal,False,False,outdoor,rock,Class,5,0.9606299212598425,0.9102564102564102,0.9354431657581264
NICO,Entropy,val_optimal,False,False,outdoor,rock,Synthetic,5,0.0009587727708533077,1.0,0.5004793863854267
NICO,Entropy,val_optimal,False,False,outdoor,rock,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,False,False,outdoor,grass,Unbiased,5,0.9990412272291467,0.9615384615384616,0.9802898443838042
NICO,Entropy,val_optimal,False,False,outdoor,grass,Class,5,0.9338446788111218,0.9102564102564102,0.922050544533766
NICO,Entropy,val_optimal,False,False,outdoor,grass,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,False,False,outdoor,grass,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,False,False,outdoor,autumn,Unbiased,5,1.0,0.9615384615384616,0.9807692307692308
NICO,Entropy,val_optimal,False,False,outdoor,autumn,Class,5,0.9791666666666666,0.9102564102564102,0.9447115384615384
NICO,Entropy,val_optimal,False,False,outdoor,autumn,Synthetic,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,False,False,outdoor,autumn,Temporal,5,0.0,1.0,0.5
NICO,Entropy,val_optimal,False,False,water,outdoor,Unbiased,5,1.0,0.5897435897435898,0.7948717948717949
NICO,Entropy,val_optimal,False,False,water,outdoor,Class,5,1.0,0.3717948717948718,0.6858974358974359
NICO,Entropy,val_optimal,False,False,water,outdoor,Synthetic,5,0.14645669291338584,0.0,0.07322834645669292
NICO,Entropy,val_optimal,False,False,water,outdoor,Temporal,5,0.17086614173228346,0.0,0.08543307086614173
NICO,Entropy,val_optimal,False,False,water,water,Unbiased,5,1.0,0.5897435897435898,0.7948717948717949
NICO,Entropy,val_optimal,False,False,water,water,Class,5,0.9927641099855282,0.3717948717948718,0.6822794908902
NICO,Entropy,val_optimal,False,False,water,water,Synthetic,5,0.059334298118668596,0.0,0.029667149059334298
NICO,Entropy,val_optimal,False,False,water,water,Temporal,5,0.07814761215629522,0.0,0.03907380607814761
NICO,Entropy,val_optimal,False,False,water,rock,Unbiased,5,1.0,0.5897435897435898,0.7948717948717949
