Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
Office31,GradNorm,ind_span,True,True,dslr,smear,0.19230769230769232,0.867816091954023,0.5300618921308576
Office31,GradNorm,ind_span,True,True,dslr,webcam,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,True,smear,brightness,0.9174311926605505,0.9230769230769231,0.9202540578687368
Office31,GradNorm,ind_span,True,True,smear,dslr,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,True,smear,smear,0.19230769230769232,0.867816091954023,0.5300618921308576
Office31,GradNorm,ind_span,True,True,smear,webcam,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,True,webcam,brightness,0.9174311926605505,0.9230769230769231,0.9202540578687368
Office31,GradNorm,ind_span,True,True,webcam,dslr,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,ind_span,True,True,webcam,smear,0.19230769230769232,0.867816091954023,0.5300618921308576
Office31,GradNorm,ind_span,True,True,webcam,webcam,0.5412844036697247,0.9230769230769231,0.7321806633733239
Office31,GradNorm,logistic,True,True,brightness,brightness,0.8990825688073395,0.978021978021978,0.9385522734146587
Office31,GradNorm,logistic,True,True,brightness,dslr,0.25688073394495414,0.978021978021978,0.617451355983466
Office31,GradNorm,logistic,True,True,brightness,smear,0.15384615384615385,0.9597701149425287,0.5568081343943413
Office31,GradNorm,logistic,True,True,brightness,webcam,0.3577981651376147,0.978021978021978,0.6679100715797963
Office31,GradNorm,logistic,True,True,dslr,brightness,0.926605504587156,0.9120879120879121,0.919346708337534
Office31,GradNorm,logistic,True,True,dslr,dslr,0.7431192660550459,0.9120879120879121,0.827603589071479
Office31,GradNorm,logistic,True,True,dslr,smear,0.3076923076923077,0.7816091954022988,0.5446507515473032
Office31,GradNorm,logistic,True,True,dslr,webcam,0.7706422018348624,0.9120879120879121,0.8413650569613873
Office31,GradNorm,logistic,True,True,smear,brightness,0.9357798165137615,0.7252747252747253,0.8305272708942434
Office31,GradNorm,logistic,True,True,smear,dslr,0.8532110091743119,0.7252747252747253,0.7892428672245186
Office31,GradNorm,logistic,True,True,smear,smear,0.5,0.5919540229885057,0.5459770114942528
Office31,GradNorm,logistic,True,True,smear,webcam,0.8899082568807339,0.7252747252747253,0.8075914910777295
Office31,GradNorm,logistic,True,True,webcam,brightness,0.9174311926605505,0.9120879120879121,0.9147595523742313
Office31,GradNorm,logistic,True,True,webcam,dslr,0.7431192660550459,0.9120879120879121,0.827603589071479
Office31,GradNorm,logistic,True,True,webcam,smear,0.3076923076923077,0.7873563218390804,0.5475243147656941
Office31,GradNorm,logistic,True,True,webcam,webcam,0.7522935779816514,0.9120879120879121,0.8321907450347817
Office31,GradNorm,val_optimal,True,False,brightness,brightness,0.99,0.98,0.985
Office31,GradNorm,val_optimal,True,False,brightness,dslr,0.5137614678899083,0.978021978021978,0.7458917229559432
